collection,max_timestamp,utc_timestamp,subCommodityCode,subCommodityName,database_name,variations,object_id,changeStreamEvent
subcommodity_migration_changestream,1727892839,2024-10-02 13:13:59,98001,WATERMELON W/SEEDS WHOLE,PROD_SB,,66c4f73e18aad9dd5acafa7b_1727892778,"{'operationType': 'update', 'timestamp': Timestamp(1727892778, 6)}"
subcommodity_migration_changestream,1727892732,2024-10-02 13:12:12,60101,PEARS RED,PROD_SB,,66c4f73e18aad9dd5acaf9a2_1727892732,"{'operationType': 'update', 'timestamp': Timestamp(1727892732, 13)}"
subcommodity_migration_changestream,1727892993,2024-10-02 13:16:33,98017,MANGO,PROD_SB,,66c4f73e18aad9dd5acaf9e9_1727892762,"{'operationType': 'update', 'timestamp': Timestamp(1727892762, 17)}"
subcommodity_migration_changestream,1727892726,2024-10-02 13:12:06,59301,GARLIC JAR ORGANIC,PROD_SB,,66c4f73e18aad9dd5acaf8ce_1727892726,"{'operationType': 'update', 'timestamp': Timestamp(1727892726, 17)}"
subcommodity_migration_changestream,1727892717,2024-10-02 13:11:57,98081,VEGETABLE PARTY TRAY,PROD_SB,,66c4f73e18aad9dd5acaf884_1727892717,"{'operationType': 'update', 'timestamp': Timestamp(1727892717, 14)}"
subcommodity_migration_changestream,1727892725,2024-10-02 13:12:05,59703,SQUEEZE FRUITS/VEGETABLES,PROD_SB,,66c4f73e18aad9dd5acaf8c2_1727892725,"{'operationType': 'update', 'timestamp': Timestamp(1727892725, 18)}"
subcommodity_migration_changestream,1727892731,2024-10-02 13:12:11,98025,PEARS BARTLETT,PROD_SB,,66c4f73e18aad9dd5acaf994_1727892731,"{'operationType': 'update', 'timestamp': Timestamp(1727892731, 23)}"
subcommodity_migration_changestream,1727892750,2024-10-02 13:12:30,98168,RADISH,PROD_SB,,66c4f73e18aad9dd5acafb58_1727892750,"{'operationType': 'update', 'timestamp': Timestamp(1727892750, 22)}"
subcommodity_migration_changestream,1727892726,2024-10-02 13:12:06,98020,CARAMEL/CANDY APPLES,PROD_SB,,66c4f73e18aad9dd5acaf8ca_1727892726,"{'operationType': 'update', 'timestamp': Timestamp(1727892726, 11)}"
subcommodity_migration_changestream,1727892754,2024-10-02 13:12:34,98073,MELONS WHOLE OTHER,PROD_SB,,66c4f73e18aad9dd5acaf910_1727892754,"{'operationType': 'update', 'timestamp': Timestamp(1727892754, 7)}"
subcommodity_migration_changestream,1727892993,2024-10-02 13:16:33,98017,MANGO,PROD_SB,,66c4f73e18aad9dd5acaf9e7_1727892762,"{'operationType': 'update', 'timestamp': Timestamp(1727892762, 10)}"
subcommodity_migration_changestream,1727892743,2024-10-02 13:12:23,61702,TOMATOES CHERRY ORGANIC,PROD_SB,,66c4f73e18aad9dd5acafadb_1727892743,"{'operationType': 'update', 'timestamp': Timestamp(1727892743, 11)}"
subcommodity_migration_changestream,1727892773,2024-10-02 13:12:53,59901,VEGETABLES COOKING PACKAGED,PROD_SB,,66c4f73e18aad9dd5acaf94c_1727892773,"{'operationType': 'update', 'timestamp': Timestamp(1727892773, 22)}"
subcommodity_migration_changestream,1727892713,2024-10-02 13:11:53,98106,COLESLAW,PROD_SB,,66c4f73e18aad9dd5acaf849_1727892713,"{'operationType': 'update', 'timestamp': Timestamp(1727892713, 19)}"
subcommodity_migration_changestream,1727892729,2024-10-02 13:12:09,98257,NUTS INSHELL,PROD_SB,,66c4f73e18aad9dd5acaf8f3_1727892729,"{'operationType': 'update', 'timestamp': Timestamp(1727892729, 2)}"
subcommodity_migration_changestream,1727892776,2024-10-02 13:12:56,60704,WATERMELON PERSONAL ORGANIC,PROD_SB,,66c4f73e18aad9dd5acafa6f_1727892776,"{'operationType': 'update', 'timestamp': Timestamp(1727892776, 19)}"
subcommodity_migration_changestream,1727892777,2024-10-02 13:12:57,60702,CANTALOUPE WHOLE ORGANIC,PROD_SB,,66c4f73e18aad9dd5acaf96a_1727892777,"{'operationType': 'update', 'timestamp': Timestamp(1727892777, 11)}"
subcommodity_migration_changestream,1727892718,2024-10-02 13:11:58,59418,DIPS FRUIT GLAZES,PROD_SB,,66c4f73e18aad9dd5acaf895_1727892718,"{'operationType': 'update', 'timestamp': Timestamp(1727892718, 24)}"
subcommodity_migration_changestream,1727892731,2024-10-02 13:12:11,60103,PEARS BARTLETT ORGANIC,PROD_SB,,66c4f73e18aad9dd5acaf995_1727892731,"{'operationType': 'update', 'timestamp': Timestamp(1727892731, 25)}"
subcommodity_migration_changestream,1727892749,2024-10-02 13:12:29,98036,GRAPES WHITE/GREEN,PROD_SB,,66c4f73e18aad9dd5acafb42_1727892749,"{'operationType': 'update', 'timestamp': Timestamp(1727892749, 18)}"
subcommodity_migration_changestream,1727892727,2024-10-02 13:12:07,98156,HERBS DRIED,PROD_SB,,66c4f73e18aad9dd5acaf8d4_1727892727,"{'operationType': 'update', 'timestamp': Timestamp(1727892727, 5)}"
subcommodity_migration_changestream,1727892731,2024-10-02 13:12:11,61501,PEPPERS RED BELL ORGANIC,PROD_SB,,66c4f73e18aad9dd5acaf97e_1727892731,"{'operationType': 'update', 'timestamp': Timestamp(1727892731, 15)}"
subcommodity_migration_changestream,1727892713,2024-10-02 13:11:53,98102,REGULAR GARDEN,PROD_SB,,66c4f73e18aad9dd5acaf846_1727892713,"{'operationType': 'update', 'timestamp': Timestamp(1727892713, 14)}"
subcommodity_migration_changestream,1727892993,2024-10-02 13:16:33,60505,PEACHES YELLOW FLESH ORGANIC,PROD_SB,,66c4f73e18aad9dd5acaf84f_1727892761,"{'operationType': 'update', 'timestamp': Timestamp(1727892761, 11)}"
subcommodity_migration_changestream,1727892716,2024-10-02 13:11:56,98041,CHERRIES RANIER,PROD_SB,,66c4f73e18aad9dd5acaf86f_1727892716,"{'operationType': 'update', 'timestamp': Timestamp(1727892716, 6)}"
subcommodity_migration_changestream,1727892764,2024-10-02 13:12:44,98052,TROPICAL FRUIT - OTHER,PROD_SB,,66c4f73e18aad9dd5acaf8ff_1727892764,"{'operationType': 'update', 'timestamp': Timestamp(1727892764, 25)}"
subcommodity_migration_changestream,1727892742,2024-10-02 13:12:22,60920,AVOCADOS BULK,PROD_SB,,66c4f73e18aad9dd5acafacc_1727892742,"{'operationType': 'update', 'timestamp': Timestamp(1727892742, 5)}"
subcommodity_migration_changestream,1727892769,2024-10-02 13:12:49,59812,HARD SQUASH ORGANIC,PROD_SB,,66c4f73e18aad9dd5acafa0c_1727892769,"{'operationType': 'update', 'timestamp': Timestamp(1727892769, 6)}"
subcommodity_migration_changestream,1727892993,2024-10-02 13:16:33,60502,NECTARINES WHITE FLESH ORGANIC,PROD_SB,,66e1dddf71450d66ba800ffd_1727892760,"{'operationType': 'update', 'timestamp': Timestamp(1727892760, 13)}"
subcommodity_migration_changestream,1727892770,2024-10-02 13:12:50,59804,ROOT VEGETABLES,PROD_SB,,66c4f73e18aad9dd5acaf919_1727892770,"{'operationType': 'update', 'timestamp': Timestamp(1727892770, 7)}"
subcommodity_migration_changestream,1727892746,2024-10-02 13:12:26,98182,TOMATOES PACKAGED RED,PROD_SB,,66c4f73e18aad9dd5acafb05_1727892746,"{'operationType': 'update', 'timestamp': Timestamp(1727892746, 3)}"
subcommodity_migration_changestream,1727892771,2024-10-02 13:12:51,98166,PEPPERS GREEN BELL,PROD_SB,,66c4f73e18aad9dd5acaf983_1727892771,"{'operationType': 'update', 'timestamp': Timestamp(1727892771, 4)}"
subcommodity_migration_changestream,1727892721,2024-10-02 13:12:01,86403,JUICE BAR SMOOTHIE DINE IN,PROD_SB,,66c4f73e18aad9dd5acaf8b3_1727892721,"{'operationType': 'update', 'timestamp': Timestamp(1727892721, 9)}"
subcommodity_migration_changestream,1727892912,2024-10-02 13:15:12,98009,APPLES GRANNY SMITH (BULK & BAG),PROD_SB,,66c4f73e18aad9dd5acafaf6_1727892745,"{'operationType': 'update', 'timestamp': Timestamp(1727892745, 4)}"
subcommodity_migration_changestream,1727892772,2024-10-02 13:12:52,59901,VEGETABLES COOKING PACKAGED,PROD_SB,,66c4f73e18aad9dd5acaf93d_1727892772,"{'operationType': 'update', 'timestamp': Timestamp(1727892772, 3)}"
subcommodity_migration_changestream,1727892778,2024-10-02 13:12:58,60401,BLUEBERRIES ORGANIC,PROD_SB,,66c4f73e18aad9dd5acafac7_1727892778,"{'operationType': 'update', 'timestamp': Timestamp(1727892778, 18)}"
subcommodity_migration_changestream,1727892782,2024-10-02 13:13:02,61091,CARROTS BULK ORGANIC,PROD_SB,,66c4f73e18aad9dd5acafa52_1727892782,"{'operationType': 'update', 'timestamp': Timestamp(1727892782, 20)}"
subcommodity_migration_changestream,1727892783,2024-10-02 13:13:03,98013,ORANGES NAVELS ALL,PROD_SB,,66c4f73e18aad9dd5acaf95f_1727892783,"{'operationType': 'update', 'timestamp': Timestamp(1727892783, 12)}"
subcommodity_migration_changestream,1727892730,2024-10-02 13:12:10,98061,CORN BULK,PROD_SB,,66c4f73e18aad9dd5acaf968_1727892730,"{'operationType': 'update', 'timestamp': Timestamp(1727892730, 13)}"
subcommodity_migration_changestream,1727892993,2024-10-02 13:16:33,98056,NECTARINES YELLOW FLESH,PROD_SB,,66e1e07e71450d66ba800ffe_1727892760,"{'operationType': 'update', 'timestamp': Timestamp(1727892760, 15)}"
subcommodity_migration_changestream,1727892912,2024-10-02 13:15:12,98007,APPLES RED DELICIOUS (BULK & BAG),PROD_SB,,66c4f73e18aad9dd5acafaef_1727892744,"{'operationType': 'update', 'timestamp': Timestamp(1727892744, 14)}"
subcommodity_migration_changestream,1727892993,2024-10-02 13:16:33,60601,MANGO ORGANIC,PROD_SB,,66c4f73e18aad9dd5acaf9f7_1727892764,"{'operationType': 'update', 'timestamp': Timestamp(1727892764, 6)}"
subcommodity_migration_changestream,1727892721,2024-10-02 13:12:01,98133,MELONS WHOLE OTHER ORGANIC,PROD_SB,,66c4f73e18aad9dd5acaf8b5_1727892721,"{'operationType': 'update', 'timestamp': Timestamp(1727892721, 13)}"
subcommodity_migration_changestream,1727892912,2024-10-02 13:15:12,60012,APPLES JAZZ,PROD_SB,,66c4f73e18aad9dd5acafb56_1727892750,"{'operationType': 'update', 'timestamp': Timestamp(1727892750, 18)}"
subcommodity_migration_changestream,1727892748,2024-10-02 13:12:28,98037,GRAPES BLACK,PROD_SB,,66c4f73e18aad9dd5acafb34_1727892748,"{'operationType': 'update', 'timestamp': Timestamp(1727892748, 12)}"
subcommodity_migration_changestream,1727892751,2024-10-02 13:12:31,98031,BERRIES OTHER,PROD_SB,,66c8979018aad9dd5acafb78_1727892751,"{'operationType': 'update', 'timestamp': Timestamp(1727892751, 8)}"
subcommodity_migration_changestream,1727892749,2024-10-02 13:12:29,60301,GRAPES RED SEEDLESS ORGANIC,PROD_SB,,66c4f73e18aad9dd5acafb3e_1727892749,"{'operationType': 'update', 'timestamp': Timestamp(1727892749, 10)}"
subcommodity_migration_changestream,1727892776,2024-10-02 13:12:56,60704,WATERMELON PERSONAL ORGANIC,PROD_SB,,66c4f73e18aad9dd5acafa6e_1727892776,"{'operationType': 'update', 'timestamp': Timestamp(1727892776, 15)}"
subcommodity_migration_changestream,1727892725,2024-10-02 13:12:05,60106,PEARS ASIAN ORGANIC,PROD_SB,,66c4f73e18aad9dd5acaf8ba_1727892725,"{'operationType': 'update', 'timestamp': Timestamp(1727892725, 4)}"
subcommodity_migration_changestream,1727892715,2024-10-02 13:11:55,98140,ONIONS OTHER,PROD_SB,,66c4f73e18aad9dd5acaf866_1727892715,"{'operationType': 'update', 'timestamp': Timestamp(1727892715, 11)}"
subcommodity_migration_changestream,1727892782,2024-10-02 13:13:02,61090,CARROTS MINI PEELED ORGANIC,PROD_SB,,66c4f73e18aad9dd5acafa57_1727892782,"{'operationType': 'update', 'timestamp': Timestamp(1727892782, 41)}"
subcommodity_migration_changestream,1727892730,2024-10-02 13:12:10,98067,MUSHROOMS PORTABELLA,PROD_SB,,66c4f73e18aad9dd5acaf975_1727892730,"{'operationType': 'update', 'timestamp': Timestamp(1727892730, 21)}"
subcommodity_migration_changestream,1727892725,2024-10-02 13:12:05,61803,POTATOES GOURMET ORGANIC,PROD_SB,,66c4f73e18aad9dd5acaf8be_1727892725,"{'operationType': 'update', 'timestamp': Timestamp(1727892725, 12)}"
subcommodity_migration_changestream,1727892714,2024-10-02 13:11:54,98030,GRAPES OTHER,PROD_SB,,66c4f73e18aad9dd5acaf860_1727892714,"{'operationType': 'update', 'timestamp': Timestamp(1727892714, 21)}"
subcommodity_migration_changestream,1727892725,2024-10-02 13:12:05,64212,PACKAGED DRY SMOOTHIE MIX,PROD_SB,,66c4f73e18aad9dd5acaf8c4_1727892725,"{'operationType': 'update', 'timestamp': Timestamp(1727892725, 22)}"
subcommodity_migration_changestream,1727892729,2024-10-02 13:12:09,98137,Herbs Fresh Other Organic,PROD_SB,,66c4f73e18aad9dd5acaf92a_1727892729,"{'operationType': 'update', 'timestamp': Timestamp(1727892729, 18)}"
subcommodity_migration_changestream,1727892782,2024-10-02 13:13:02,61092,CARROTS BAGGED ORGANIC,PROD_SB,,66c4f73e18aad9dd5acafa98_1727892782,"{'operationType': 'update', 'timestamp': Timestamp(1727892782, 11)}"
subcommodity_migration_changestream,1727892780,2024-10-02 13:13:00,98040,BLACKBERRIES,PROD_SB,,66c4f73e18aad9dd5acaf953_1727892780,"{'operationType': 'update', 'timestamp': Timestamp(1727892780, 28)}"
subcommodity_migration_changestream,1727892912,2024-10-02 13:15:12,60004,APPLES GRANNY SMITH ORGANIC (BULK & BAG),PROD_SB,,66c4f73e18aad9dd5acafaa8_1727892739,"{'operationType': 'update', 'timestamp': Timestamp(1727892739, 10)}"
subcommodity_migration_changestream,1727892752,2024-10-02 13:12:32,60302,GRAPES WHITE/GREEN ORGANIC,PROD_SB,,66cf490d130a8f08fb943c1e_1727892752,"{'operationType': 'update', 'timestamp': Timestamp(1727892752, 17)}"
subcommodity_migration_changestream,1727892730,2024-10-02 13:12:10,63202,GREENS PACKAGED ORGANIC,PROD_SB,,66c4f73e18aad9dd5acaf92e_1727892730,"{'operationType': 'update', 'timestamp': Timestamp(1727892730, 3)}"
subcommodity_migration_changestream,1727892748,2024-10-02 13:12:28,98037,GRAPES BLACK,PROD_SB,,66c4f73e18aad9dd5acafb2f_1727892748,"{'operationType': 'update', 'timestamp': Timestamp(1727892748, 2)}"
subcommodity_migration_changestream,1727892912,2024-10-02 13:15:12,60016,APPLES COSMIC CRISP,PROD_SB,,66c4f73e18aad9dd5acafabc_1727892741,"{'operationType': 'update', 'timestamp': Timestamp(1727892741, 1)}"
subcommodity_migration_changestream,1727892744,2024-10-02 13:12:24,61706,TOMATOES RED HOTHOUSE,PROD_SB,,66c4f73e18aad9dd5acafae2_1727892744,"{'operationType': 'update', 'timestamp': Timestamp(1727892744, 3)}"
subcommodity_migration_changestream,1727892912,2024-10-02 13:15:12,98009,APPLES GRANNY SMITH (BULK & BAG),PROD_SB,,66c4f73e18aad9dd5acafaf5_1727892745,"{'operationType': 'update', 'timestamp': Timestamp(1727892745, 2)}"
subcommodity_migration_changestream,1727892767,2024-10-02 13:12:47,98100,CABBAGE,PROD_SB,,66c4f73e18aad9dd5acaf936_1727892767,"{'operationType': 'update', 'timestamp': Timestamp(1727892767, 8)}"
subcommodity_migration_changestream,1727892778,2024-10-02 13:12:58,60405,BLACKBERRIES ORGANICS,PROD_SB,,66c4f73e18aad9dd5acaf952_1727892778,"{'operationType': 'update', 'timestamp': Timestamp(1727892778, 10)}"
subcommodity_migration_changestream,1727892754,2024-10-02 13:12:34,98033,TANGERINES & TANGELOS,PROD_SB,,66c4f73e18aad9dd5acafb66_1727892754,"{'operationType': 'update', 'timestamp': Timestamp(1727892754, 1)}"
subcommodity_migration_changestream,1727892719,2024-10-02 13:11:59,40801,FRESH KITCHENS GRAPES,PROD_SB,,66c4f73e18aad9dd5acaf896_1727892719,"{'operationType': 'update', 'timestamp': Timestamp(1727892719, 2)}"
subcommodity_migration_changestream,1727892757,2024-10-02 13:12:37,98143,ONIONS SWEET (BULK & BAG),PROD_SB,,66c4f73e18aad9dd5acaf986_1727892757,"{'operationType': 'update', 'timestamp': Timestamp(1727892757, 3)}"
subcommodity_migration_changestream,1727892731,2024-10-02 13:12:11,98065,MUSHROOMS WHITE WHOLE PACKAGE,PROD_SB,,66c4f73e18aad9dd5acaf977_1727892731,"{'operationType': 'update', 'timestamp': Timestamp(1727892731, 3)}"
subcommodity_migration_changestream,1727892772,2024-10-02 13:12:52,59901,VEGETABLES COOKING PACKAGED,PROD_SB,,66c4f73e18aad9dd5acaf93b_1727892772,"{'operationType': 'update', 'timestamp': Timestamp(1727892772, 1)}"
subcommodity_migration_changestream,1727892784,2024-10-02 13:13:04,60210,GRAPEFRUIT ORGANIC,PROD_SB,,66fd8c95887fba570176d4fd_1727892628,"{'operationType': 'insert', 'timestamp': Timestamp(1727892628, 17)}"
subcommodity_migration_changestream,1727892732,2024-10-02 13:12:12,60103,PEARS BARTLETT ORGANIC,PROD_SB,,66c4f73e18aad9dd5acaf99e_1727892732,"{'operationType': 'update', 'timestamp': Timestamp(1727892732, 7)}"
subcommodity_migration_changestream,1727892752,2024-10-02 13:12:32,60302,GRAPES WHITE/GREEN ORGANIC,PROD_SB,,66cf490d130a8f08fb943c21_1727892752,"{'operationType': 'update', 'timestamp': Timestamp(1727892752, 24)}"
subcommodity_migration_changestream,1727892760,2024-10-02 13:12:40,98097,POTATOES GOLD (BULK & BAG),PROD_SB,,66c4f73e18aad9dd5acaf9d6_1727892760,"{'operationType': 'update', 'timestamp': Timestamp(1727892760, 3)}"
subcommodity_migration_changestream,1727892782,2024-10-02 13:13:02,61092,CARROTS BAGGED ORGANIC,PROD_SB,,66c4f73e18aad9dd5acafa9a_1727892782,"{'operationType': 'update', 'timestamp': Timestamp(1727892782, 16)}"
subcommodity_migration_changestream,1727892714,2024-10-02 13:11:54,60503,APRICOTS ORGANIC,PROD_SB,,66c4f73e18aad9dd5acaf84e_1727892714,"{'operationType': 'update', 'timestamp': Timestamp(1727892714, 5)}"
subcommodity_migration_changestream,1727892728,2024-10-02 13:12:08,98145,ALMONDS SHELLED,PROD_SB,,66c4f73e18aad9dd5acaf8ef_1727892728,"{'operationType': 'update', 'timestamp': Timestamp(1727892728, 17)}"
subcommodity_migration_changestream,1727892729,2024-10-02 13:12:09,98137,Herbs Fresh Other Organic,PROD_SB,,66c4f73e18aad9dd5acaf92b_1727892729,"{'operationType': 'update', 'timestamp': Timestamp(1727892729, 19)}"
subcommodity_migration_changestream,1727892759,2024-10-02 13:12:39,98097,POTATOES GOLD (BULK & BAG),PROD_SB,,66c4f73e18aad9dd5acaf9b2_1727892759,"{'operationType': 'update', 'timestamp': Timestamp(1727892759, 19)}"
subcommodity_migration_changestream,1727892993,2024-10-02 13:16:33,98080,PLUMS,PROD_SB,,66c4f73e18aad9dd5acaf9d3_1727892761,"{'operationType': 'update', 'timestamp': Timestamp(1727892761, 17)}"
subcommodity_migration_changestream,1727892784,2024-10-02 13:13:04,60210,GRAPEFRUIT ORGANIC,PROD_SB,,66fd8c95887fba570176d4f9_1727892628,"{'operationType': 'insert', 'timestamp': Timestamp(1727892628, 13)}"
subcommodity_migration_changestream,1727892773,2024-10-02 13:12:53,59901,VEGETABLES COOKING PACKAGED,PROD_SB,,66c4f73e18aad9dd5acaf947_1727892773,"{'operationType': 'update', 'timestamp': Timestamp(1727892773, 5)}"
subcommodity_migration_changestream,1727892775,2024-10-02 13:12:55,98131,VARIETY LETTUCE,PROD_SB,,66c4f73e18aad9dd5acafa3f_1727892775,"{'operationType': 'update', 'timestamp': Timestamp(1727892775, 21)}"
subcommodity_migration_changestream,1727892750,2024-10-02 13:12:30,98168,RADISH,PROD_SB,,66c4f73e18aad9dd5acafb57_1727892750,"{'operationType': 'update', 'timestamp': Timestamp(1727892750, 20)}"
subcommodity_migration_changestream,1727892733,2024-10-02 13:12:13,98155,POTATOES WHITE (BULK & BAG),PROD_SB,,66c4f73e18aad9dd5acaf9bd_1727892733,"{'operationType': 'update', 'timestamp': Timestamp(1727892733, 25)}"
subcommodity_migration_changestream,1727892993,2024-10-02 13:16:33,60507,PLUMS ORGANIC,PROD_SB,,66c4f73e18aad9dd5acaf9d5_1727892762,"{'operationType': 'update', 'timestamp': Timestamp(1727892762, 4)}"
subcommodity_migration_changestream,1727892781,2024-10-02 13:13:01,98110,CARROTS BAGGED,PROD_SB,,66c4f73e18aad9dd5acafa91_1727892781,"{'operationType': 'update', 'timestamp': Timestamp(1727892781, 18)}"
subcommodity_migration_changestream,1727892728,2024-10-02 13:12:08,98255,NUTS OTHER,PROD_SB,,66c4f73e18aad9dd5acaf8f2_1727892728,"{'operationType': 'update', 'timestamp': Timestamp(1727892728, 23)}"
subcommodity_migration_changestream,1727892742,2024-10-02 13:12:22,60920,AVOCADOS BULK,PROD_SB,,66c4f73e18aad9dd5acaface_1727892742,"{'operationType': 'update', 'timestamp': Timestamp(1727892742, 9)}"
subcommodity_migration_changestream,1727892748,2024-10-02 13:12:28,98037,GRAPES BLACK,PROD_SB,,66c4f73e18aad9dd5acafb33_1727892748,"{'operationType': 'update', 'timestamp': Timestamp(1727892748, 10)}"
subcommodity_migration_changestream,1727892716,2024-10-02 13:11:56,98138,PEPPERS ALL OTHERS ORGANIC,PROD_SB,,66c4f73e18aad9dd5acaf86e_1727892716,"{'operationType': 'update', 'timestamp': Timestamp(1727892716, 4)}"
subcommodity_migration_changestream,1727892717,2024-10-02 13:11:57,59701,PRODUCE SNACK TRAYS,PROD_SB,,66c4f73e18aad9dd5acaf881_1727892717,"{'operationType': 'update', 'timestamp': Timestamp(1727892717, 11)}"
subcommodity_migration_changestream,1727892726,2024-10-02 13:12:06,59304,SQUEEZE HERBS,PROD_SB,,66c4f73e18aad9dd5acaf8d0_1727892726,"{'operationType': 'update', 'timestamp': Timestamp(1727892726, 21)}"
subcommodity_migration_changestream,1727892912,2024-10-02 13:15:12,60001,APPLES GALA ORGANIC (BULK & BAG),PROD_SB,,66c4f73e18aad9dd5acafaa4_1727892738,"{'operationType': 'update', 'timestamp': Timestamp(1727892738, 41)}"
subcommodity_migration_changestream,1727892759,2024-10-02 13:12:39,61407,Herbs Alt Farm Green House Grown,PROD_SB,,66c4f73e18aad9dd5acaf920_1727892759,"{'operationType': 'update', 'timestamp': Timestamp(1727892759, 4)}"
subcommodity_migration_changestream,1727892714,2024-10-02 13:11:54,98044,APRICOTS,PROD_SB,,66c4f73e18aad9dd5acaf855_1727892714,"{'operationType': 'update', 'timestamp': Timestamp(1727892714, 8)}"
subcommodity_migration_changestream,1727892768,2024-10-02 13:12:48,98187,"HARD, WINTER SQUASH",PROD_SB,,66c4f73e18aad9dd5acafa37_1727892768,"{'operationType': 'update', 'timestamp': Timestamp(1727892768, 24)}"
subcommodity_migration_changestream,1727892716,2024-10-02 13:11:56,98195,ORGANIC VEGETABLES ALL OTHERS,PROD_SB,,66c4f73e18aad9dd5acaf875_1727892716,"{'operationType': 'update', 'timestamp': Timestamp(1727892716, 17)}"
subcommodity_migration_changestream,1727892775,2024-10-02 13:12:55,60805,VARIETY LETTUCE ORGANIC,PROD_SB,,66c4f73e18aad9dd5acaf909_1727892775,"{'operationType': 'update', 'timestamp': Timestamp(1727892775, 27)}"
subcommodity_migration_changestream,1727892770,2024-10-02 13:12:50,59805,PEAS,PROD_SB,,66c4f73e18aad9dd5acafa23_1727892770,"{'operationType': 'update', 'timestamp': Timestamp(1727892770, 3)}"
subcommodity_migration_changestream,1727892748,2024-10-02 13:12:28,60303,GRAPES BLACK ORGANIC,PROD_SB,,66c4f73e18aad9dd5acafb37_1727892748,"{'operationType': 'update', 'timestamp': Timestamp(1727892748, 16)}"
subcommodity_migration_changestream,1727892777,2024-10-02 13:12:57,98075,WATERMELON SEEDLESS WHOLE,PROD_SB,,66c4f73e18aad9dd5acafa73_1727892777,"{'operationType': 'update', 'timestamp': Timestamp(1727892777, 26)}"
subcommodity_migration_changestream,1727892736,2024-10-02 13:12:16,98170,YELLOW SUMMER SQUASH,PROD_SB,,66c4f73e18aad9dd5acafa2c_1727892736,"{'operationType': 'update', 'timestamp': Timestamp(1727892736, 18)}"
